timestamp,dest,src,rssi
"07/03/2024,15:08:25.998062",44:12:44:6a:58:82,4a:a9:a6:bd:9f:b5,-66
"07/03/2024,15:08:26.014069",44:12:44:6a:58:82,4a:a9:a6:bd:9f:b5,-66
"07/03/2024,15:08:26.087511",44:12:44:6a:58:82,4a:a9:a6:bd:9f:b5,-66
"07/03/2024,15:08:26.123236",44:12:44:6a:58:82,4a:a9:a6:bd:9f:b5,-66
"07/03/2024,15:08:26.128258",44:12:44:6a:58:82,4a:a9:a6:bd:9f:b5,-64
"07/03/2024,15:08:26.184196",44:12:44:6a:58:82,4a:a9:a6:bd:9f:b5,-66
"07/03/2024,15:08:26.383361",44:12:44:6a:58:82,4a:a9:a6:bd:9f:b5,-64
"07/03/2024,15:08:26.641931",44:12:44:6a:58:82,4a:a9:a6:bd:9f:b5,-64
"07/03/2024,15:08:26.707661",44:12:44:6a:58:82,4a:a9:a6:bd:9f:b5,-64
"07/03/2024,15:08:26.728517",44:12:44:6a:58:82,4a:a9:a6:bd:9f:b5,-64
"07/03/2024,15:08:26.780140",44:12:44:6a:58:82,4a:a9:a6:bd:9f:b5,-64
"07/03/2024,15:08:26.872673",44:12:44:6a:58:82,4a:a9:a6:bd:9f:b5,-64
"07/03/2024,15:08:27.002731",44:12:44:6a:58:82,4a:a9:a6:bd:9f:b5,-64
"07/03/2024,15:08:27.416418",44:12:44:6a:58:82,4a:a9:a6:bd:9f:b5,-66
"07/03/2024,15:08:27.694661",44:12:44:6a:58:82,4a:a9:a6:bd:9f:b5,-66
"07/03/2024,15:08:27.771102",44:12:44:6a:58:82,4a:a9:a6:bd:9f:b5,-65
"07/03/2024,15:08:27.941116",44:12:44:6a:58:82,4a:a9:a6:bd:9f:b5,-64
"07/03/2024,15:08:28.119058",44:12:44:6a:58:82,4a:a9:a6:bd:9f:b5,-65
"07/03/2024,15:08:28.135440",44:12:44:6a:58:82,4a:a9:a6:bd:9f:b5,-65
"07/03/2024,15:08:28.350036",44:12:44:6a:58:82,4a:a9:a6:bd:9f:b5,-65
"07/03/2024,15:08:28.425101",44:12:44:6a:58:82,4a:a9:a6:bd:9f:b5,-66
"07/03/2024,15:08:28.487147",44:12:44:6a:58:82,4a:a9:a6:bd:9f:b5,-66
"07/03/2024,15:08:28.528718",44:12:44:6a:58:82,4a:a9:a6:bd:9f:b5,-65
"07/03/2024,15:08:28.745114",44:12:44:6a:58:82,4a:a9:a6:bd:9f:b5,-65
"07/03/2024,15:08:28.786207",44:12:44:6a:58:82,4a:a9:a6:bd:9f:b5,-66
"07/03/2024,15:08:28.870453",44:12:44:6a:58:82,4a:a9:a6:bd:9f:b5,-64
"07/03/2024,15:08:29.043909",44:12:44:6a:58:82,4a:a9:a6:bd:9f:b5,-65
"07/03/2024,15:08:29.123764",44:12:44:6a:58:82,4a:a9:a6:bd:9f:b5,-64
"07/03/2024,15:08:29.304865",44:12:44:6a:58:82,4a:a9:a6:bd:9f:b5,-65
"07/03/2024,15:08:29.549248",44:12:44:6a:58:82,4a:a9:a6:bd:9f:b5,-64
"07/03/2024,15:08:29.775975",44:12:44:6a:58:82,4a:a9:a6:bd:9f:b5,-66
"07/03/2024,15:08:29.839428",44:12:44:6a:58:82,4a:a9:a6:bd:9f:b5,-64
"07/03/2024,15:08:30.795116",44:12:44:6a:58:82,4a:a9:a6:bd:9f:b5,-62
"07/03/2024,15:08:30.871542",44:12:44:6a:58:82,4a:a9:a6:bd:9f:b5,-63
"07/03/2024,15:08:31.104377",44:12:44:6a:58:82,4a:a9:a6:bd:9f:b5,-63
"07/03/2024,15:08:31.327031",44:12:44:6a:58:82,4a:a9:a6:bd:9f:b5,-64
"07/03/2024,15:08:31.331993",44:12:44:6a:58:82,4a:a9:a6:bd:9f:b5,-64
"07/03/2024,15:08:31.578635",44:12:44:6a:58:82,4a:a9:a6:bd:9f:b5,-64
"07/03/2024,15:08:31.772509",44:12:44:6a:58:82,4a:a9:a6:bd:9f:b5,-63
"07/03/2024,15:08:31.841003",44:12:44:6a:58:82,4a:a9:a6:bd:9f:b5,-64
"07/03/2024,15:08:31.937374",44:12:44:6a:58:82,4a:a9:a6:bd:9f:b5,-63
"07/03/2024,15:08:31.974751",44:12:44:6a:58:82,4a:a9:a6:bd:9f:b5,-64
"07/03/2024,15:08:32.500848",44:12:44:6a:58:82,4a:a9:a6:bd:9f:b5,-64
"07/03/2024,15:08:32.988891",44:12:44:6a:58:82,4a:a9:a6:bd:9f:b5,-65
"07/03/2024,15:08:33.220033",44:12:44:6a:58:82,4a:a9:a6:bd:9f:b5,-64
"07/03/2024,15:08:33.256865",44:12:44:6a:58:82,4a:a9:a6:bd:9f:b5,-65
"07/03/2024,15:08:33.750053",44:12:44:6a:58:82,4a:a9:a6:bd:9f:b5,-66
"07/03/2024,15:08:34.501656",44:12:44:6a:58:82,4a:a9:a6:bd:9f:b5,-66
"07/03/2024,15:08:34.904493",44:12:44:6a:58:82,4a:a9:a6:bd:9f:b5,-66
"07/03/2024,15:08:35.522966",44:12:44:6a:58:82,4a:a9:a6:bd:9f:b5,-66
"07/03/2024,15:08:35.579886",44:12:44:6a:58:82,4a:a9:a6:bd:9f:b5,-66
"07/03/2024,15:08:35.711258",44:12:44:6a:58:82,4a:a9:a6:bd:9f:b5,-66
"07/03/2024,15:08:35.758018",44:12:44:6a:58:82,4a:a9:a6:bd:9f:b5,-67
"07/03/2024,15:08:35.801835",44:12:44:6a:58:82,4a:a9:a6:bd:9f:b5,-66
"07/03/2024,15:08:35.911265",44:12:44:6a:58:82,4a:a9:a6:bd:9f:b5,-66
"07/03/2024,15:08:36.093669",44:12:44:6a:58:82,4a:a9:a6:bd:9f:b5,-67
"07/03/2024,15:08:36.218069",44:12:44:6a:58:82,4a:a9:a6:bd:9f:b5,-68
"07/03/2024,15:08:36.254300",44:12:44:6a:58:82,4a:a9:a6:bd:9f:b5,-66
"07/03/2024,15:08:36.434440",44:12:44:6a:58:82,4a:a9:a6:bd:9f:b5,-68
"07/03/2024,15:08:36.707098",44:12:44:6a:58:82,4a:a9:a6:bd:9f:b5,-67
"07/03/2024,15:08:36.981900",44:12:44:6a:58:82,4a:a9:a6:bd:9f:b5,-66
"07/03/2024,15:08:37.027111",44:12:44:6a:58:82,4a:a9:a6:bd:9f:b5,-66
"07/03/2024,15:08:37.047808",44:12:44:6a:58:82,4a:a9:a6:bd:9f:b5,-66
"07/03/2024,15:08:37.321437",44:12:44:6a:58:82,4a:a9:a6:bd:9f:b5,-66
"07/03/2024,15:08:37.530785",44:12:44:6a:58:82,4a:a9:a6:bd:9f:b5,-66
"07/03/2024,15:08:37.566006",44:12:44:6a:58:82,4a:a9:a6:bd:9f:b5,-65
"07/03/2024,15:08:37.590411",44:12:44:6a:58:82,4a:a9:a6:bd:9f:b5,-66
"07/03/2024,15:08:37.635115",44:12:44:6a:58:82,4a:a9:a6:bd:9f:b5,-65
"07/03/2024,15:08:37.865287",44:12:44:6a:58:82,4a:a9:a6:bd:9f:b5,-66
"07/03/2024,15:08:37.940272",44:12:44:6a:58:82,4a:a9:a6:bd:9f:b5,-66
"07/03/2024,15:08:38.146817",44:12:44:6a:58:82,4a:a9:a6:bd:9f:b5,-67
"07/03/2024,15:08:38.459165",44:12:44:6a:58:82,4a:a9:a6:bd:9f:b5,-67
"07/03/2024,15:08:38.686621",44:12:44:6a:58:82,4a:a9:a6:bd:9f:b5,-67
"07/03/2024,15:08:39.182214",44:12:44:6a:58:82,4a:a9:a6:bd:9f:b5,-67
"07/03/2024,15:08:39.608865",44:12:44:6a:58:82,4a:a9:a6:bd:9f:b5,-68
"07/03/2024,15:08:39.868075",44:12:44:6a:58:82,4a:a9:a6:bd:9f:b5,-67
"07/03/2024,15:08:40.066895",44:12:44:6a:58:82,4a:a9:a6:bd:9f:b5,-67
"07/03/2024,15:08:40.512005",44:12:44:6a:58:82,4a:a9:a6:bd:9f:b5,-68
"07/03/2024,15:08:40.738825",44:12:44:6a:58:82,4a:a9:a6:bd:9f:b5,-67
"07/03/2024,15:08:41.406925",44:12:44:6a:58:82,4a:a9:a6:bd:9f:b5,-66
"07/03/2024,15:08:41.591808",44:12:44:6a:58:82,4a:a9:a6:bd:9f:b5,-67
"07/03/2024,15:08:41.752241",44:12:44:6a:58:82,4a:a9:a6:bd:9f:b5,-66
"07/03/2024,15:08:42.123885",44:12:44:6a:58:82,4a:a9:a6:bd:9f:b5,-66
"07/03/2024,15:08:42.146167",44:12:44:6a:58:82,4a:a9:a6:bd:9f:b5,-67
"07/03/2024,15:08:42.173198",44:12:44:6a:58:82,4a:a9:a6:bd:9f:b5,-67
"07/03/2024,15:08:42.402943",44:12:44:6a:58:82,4a:a9:a6:bd:9f:b5,-67
"07/03/2024,15:08:42.604019",44:12:44:6a:58:82,4a:a9:a6:bd:9f:b5,-68
"07/03/2024,15:08:42.671943",44:12:44:6a:58:82,4a:a9:a6:bd:9f:b5,-67
"07/03/2024,15:08:42.868191",44:12:44:6a:58:82,4a:a9:a6:bd:9f:b5,-68
"07/03/2024,15:08:43.057497",44:12:44:6a:58:82,4a:a9:a6:bd:9f:b5,-66
"07/03/2024,15:08:43.136099",44:12:44:6a:58:82,4a:a9:a6:bd:9f:b5,-67
"07/03/2024,15:08:43.207609",44:12:44:6a:58:82,4a:a9:a6:bd:9f:b5,-66
"07/03/2024,15:08:43.265204",44:12:44:6a:58:82,4a:a9:a6:bd:9f:b5,-67
"07/03/2024,15:08:43.289700",44:12:44:6a:58:82,4a:a9:a6:bd:9f:b5,-67
"07/03/2024,15:08:43.506566",44:12:44:6a:58:82,4a:a9:a6:bd:9f:b5,-68
"07/03/2024,15:08:43.744289",44:12:44:6a:58:82,4a:a9:a6:bd:9f:b5,-68
"07/03/2024,15:08:44.139559",44:12:44:6a:58:82,4a:a9:a6:bd:9f:b5,-68
"07/03/2024,15:08:44.445159",44:12:44:6a:58:82,4a:a9:a6:bd:9f:b5,-68
"07/03/2024,15:08:44.662879",44:12:44:6a:58:82,4a:a9:a6:bd:9f:b5,-68
"07/03/2024,15:08:44.668664",44:12:44:6a:58:82,4a:a9:a6:bd:9f:b5,-67
"07/03/2024,15:08:44.962466",44:12:44:6a:58:82,4a:a9:a6:bd:9f:b5,-67
"07/03/2024,15:08:45.108288",44:12:44:6a:58:82,4a:a9:a6:bd:9f:b5,-67
"07/03/2024,15:08:45.441725",44:12:44:6a:58:82,4a:a9:a6:bd:9f:b5,-66
"07/03/2024,15:08:45.602625",44:12:44:6a:58:82,4a:a9:a6:bd:9f:b5,-66
"07/03/2024,15:08:45.722835",44:12:44:6a:58:82,4a:a9:a6:bd:9f:b5,-68
"07/03/2024,15:08:46.001445",44:12:44:6a:58:82,4a:a9:a6:bd:9f:b5,-66
"07/03/2024,15:08:46.167052",44:12:44:6a:58:82,4a:a9:a6:bd:9f:b5,-67
"07/03/2024,15:08:46.214040",44:12:44:6a:58:82,4a:a9:a6:bd:9f:b5,-67
"07/03/2024,15:08:46.378884",44:12:44:6a:58:82,4a:a9:a6:bd:9f:b5,-66
"07/03/2024,15:08:46.566851",44:12:44:6a:58:82,4a:a9:a6:bd:9f:b5,-67
"07/03/2024,15:08:46.626405",44:12:44:6a:58:82,4a:a9:a6:bd:9f:b5,-67
"07/03/2024,15:08:46.687577",44:12:44:6a:58:82,4a:a9:a6:bd:9f:b5,-66
