1712444310.9797845,5e:88:cc:cf:4d:b4,c8:09:a8:08:4f:b7,-43
1712444311.0117643,5e:88:cc:cf:4d:b4,c8:09:a8:08:4f:b7,-43
1712444311.0452867,5e:88:cc:cf:4d:b4,c8:09:a8:08:4f:b7,-44
1712444311.0635977,5e:88:cc:cf:4d:b4,c8:09:a8:08:4f:b7,-43
1712444311.102808,5e:88:cc:cf:4d:b4,c8:09:a8:08:4f:b7,-43
1712444311.164099,5e:88:cc:cf:4d:b4,c8:09:a8:08:4f:b7,-45
1712444311.1862442,5e:88:cc:cf:4d:b4,c8:09:a8:08:4f:b7,-42
1712444311.2607954,5e:88:cc:cf:4d:b4,c8:09:a8:08:4f:b7,-42
1712444311.3121953,5e:88:cc:cf:4d:b4,c8:09:a8:08:4f:b7,-44
1712444311.3508568,5e:88:cc:cf:4d:b4,c8:09:a8:08:4f:b7,-43
1712444311.3992298,5e:88:cc:cf:4d:b4,c8:09:a8:08:4f:b7,-42
1712444311.5063868,5e:88:cc:cf:4d:b4,c8:09:a8:08:4f:b7,-43
1712444311.5434964,5e:88:cc:cf:4d:b4,c8:09:a8:08:4f:b7,-44
1712444311.574947,5e:88:cc:cf:4d:b4,c8:09:a8:08:4f:b7,-43
1712444311.5884314,5e:88:cc:cf:4d:b4,c8:09:a8:08:4f:b7,-43
1712444311.6875458,5e:88:cc:cf:4d:b4,c8:09:a8:08:4f:b7,-43
1712444311.7517548,5e:88:cc:cf:4d:b4,c8:09:a8:08:4f:b7,-42
1712444311.7967858,5e:88:cc:cf:4d:b4,c8:09:a8:08:4f:b7,-42
1712444311.842731,5e:88:cc:cf:4d:b4,c8:09:a8:08:4f:b7,-43
1712444311.8669393,5e:88:cc:cf:4d:b4,c8:09:a8:08:4f:b7,-43
1712444311.909557,5e:88:cc:cf:4d:b4,c8:09:a8:08:4f:b7,-42
1712444311.9456701,5e:88:cc:cf:4d:b4,c8:09:a8:08:4f:b7,-44
1712444312.0046172,5e:88:cc:cf:4d:b4,c8:09:a8:08:4f:b7,-42
1712444312.0375776,5e:88:cc:cf:4d:b4,c8:09:a8:08:4f:b7,-42
1712444312.1177871,5e:88:cc:cf:4d:b4,c8:09:a8:08:4f:b7,-42
1712444312.133653,5e:88:cc:cf:4d:b4,c8:09:a8:08:4f:b7,-44
1712444312.164953,5e:88:cc:cf:4d:b4,c8:09:a8:08:4f:b7,-43
1712444312.941897,5e:88:cc:cf:4d:b4,c8:09:a8:08:4f:b7,-44
1712444312.9715989,5e:88:cc:cf:4d:b4,c8:09:a8:08:4f:b7,-43
1712444313.032812,5e:88:cc:cf:4d:b4,c8:09:a8:08:4f:b7,-44
1712444313.098971,5e:88:cc:cf:4d:b4,c8:09:a8:08:4f:b7,-47
1712444313.1703558,5e:88:cc:cf:4d:b4,c8:09:a8:08:4f:b7,-45
1712444313.2053058,5e:88:cc:cf:4d:b4,c8:09:a8:08:4f:b7,-47
1712444313.3364651,5e:88:cc:cf:4d:b4,c8:09:a8:08:4f:b7,-47
1712444313.352169,5e:88:cc:cf:4d:b4,c8:09:a8:08:4f:b7,-47
1712444313.438857,5e:88:cc:cf:4d:b4,c8:09:a8:08:4f:b7,-48
1712444313.4579954,5e:88:cc:cf:4d:b4,c8:09:a8:08:4f:b7,-47
1712444313.7513669,5e:88:cc:cf:4d:b4,c8:09:a8:08:4f:b7,-44
1712444313.8051221,5e:88:cc:cf:4d:b4,c8:09:a8:08:4f:b7,-46
1712444313.8652256,5e:88:cc:cf:4d:b4,c8:09:a8:08:4f:b7,-44
1712444314.0360675,5e:88:cc:cf:4d:b4,c8:09:a8:08:4f:b7,-47
1712444314.063339,5e:88:cc:cf:4d:b4,c8:09:a8:08:4f:b7,-46
1712444314.068844,5e:88:cc:cf:4d:b4,c8:09:a8:08:4f:b7,-45
1712444314.1583974,5e:88:cc:cf:4d:b4,c8:09:a8:08:4f:b7,-48
1712444314.2147732,5e:88:cc:cf:4d:b4,c8:09:a8:08:4f:b7,-46
1712444314.2209072,5e:88:cc:cf:4d:b4,c8:09:a8:08:4f:b7,-44
1712444314.3357694,5e:88:cc:cf:4d:b4,c8:09:a8:08:4f:b7,-44
1712444314.3759303,5e:88:cc:cf:4d:b4,c8:09:a8:08:4f:b7,-46
1712444314.4184294,5e:88:cc:cf:4d:b4,c8:09:a8:08:4f:b7,-47
1712444314.4651322,5e:88:cc:cf:4d:b4,c8:09:a8:08:4f:b7,-46
1712444314.493469,5e:88:cc:cf:4d:b4,c8:09:a8:08:4f:b7,-44
1712444314.558027,5e:88:cc:cf:4d:b4,c8:09:a8:08:4f:b7,-44
1712444314.6809156,5e:88:cc:cf:4d:b4,c8:09:a8:08:4f:b7,-45
1712444314.736067,5e:88:cc:cf:4d:b4,c8:09:a8:08:4f:b7,-44
1712444314.8251672,5e:88:cc:cf:4d:b4,c8:09:a8:08:4f:b7,-44
1712444314.8631155,5e:88:cc:cf:4d:b4,c8:09:a8:08:4f:b7,-42
1712444314.8805246,5e:88:cc:cf:4d:b4,c8:09:a8:08:4f:b7,-44
1712444314.9715798,5e:88:cc:cf:4d:b4,c8:09:a8:08:4f:b7,-44
1712444315.1005862,5e:88:cc:cf:4d:b4,c8:09:a8:08:4f:b7,-45
1712444315.203595,5e:88:cc:cf:4d:b4,c8:09:a8:08:4f:b7,-46
1712444315.493106,5e:88:cc:cf:4d:b4,c8:09:a8:08:4f:b7,-44
1712444315.725398,5e:88:cc:cf:4d:b4,c8:09:a8:08:4f:b7,-43
1712444315.7423944,5e:88:cc:cf:4d:b4,c8:09:a8:08:4f:b7,-45
1712444315.9298916,5e:88:cc:cf:4d:b4,c8:09:a8:08:4f:b7,-40
1712444315.9466562,5e:88:cc:cf:4d:b4,c8:09:a8:08:4f:b7,-42
1712444315.9972596,5e:88:cc:cf:4d:b4,c8:09:a8:08:4f:b7,-44
1712444316.0586405,5e:88:cc:cf:4d:b4,c8:09:a8:08:4f:b7,-42
1712444316.1378393,5e:88:cc:cf:4d:b4,c8:09:a8:08:4f:b7,-44
1712444316.203024,5e:88:cc:cf:4d:b4,c8:09:a8:08:4f:b7,-45
1712444316.386636,5e:88:cc:cf:4d:b4,c8:09:a8:08:4f:b7,-42
1712444316.5067265,5e:88:cc:cf:4d:b4,c8:09:a8:08:4f:b7,-42
1712444316.661427,5e:88:cc:cf:4d:b4,c8:09:a8:08:4f:b7,-42
1712444316.7237928,5e:88:cc:cf:4d:b4,c8:09:a8:08:4f:b7,-44
1712444316.8602808,5e:88:cc:cf:4d:b4,c8:09:a8:08:4f:b7,-43
1712444316.8648167,5e:88:cc:cf:4d:b4,c8:09:a8:08:4f:b7,-42
1712444317.0061543,5e:88:cc:cf:4d:b4,c8:09:a8:08:4f:b7,-47
1712444317.1034186,5e:88:cc:cf:4d:b4,c8:09:a8:08:4f:b7,-43
1712444317.1693535,5e:88:cc:cf:4d:b4,c8:09:a8:08:4f:b7,-43
1712444317.2313154,5e:88:cc:cf:4d:b4,c8:09:a8:08:4f:b7,-41
1712444317.2817972,5e:88:cc:cf:4d:b4,c8:09:a8:08:4f:b7,-40
1712444317.3755789,5e:88:cc:cf:4d:b4,c8:09:a8:08:4f:b7,-43
1712444317.3884494,5e:88:cc:cf:4d:b4,c8:09:a8:08:4f:b7,-42
1712444317.5107205,5e:88:cc:cf:4d:b4,c8:09:a8:08:4f:b7,-42
1712444317.542018,5e:88:cc:cf:4d:b4,c8:09:a8:08:4f:b7,-43
1712444317.60289,5e:88:cc:cf:4d:b4,c8:09:a8:08:4f:b7,-43
1712444317.6612358,5e:88:cc:cf:4d:b4,c8:09:a8:08:4f:b7,-41
1712444317.824459,5e:88:cc:cf:4d:b4,c8:09:a8:08:4f:b7,-40
1712444317.8529968,5e:88:cc:cf:4d:b4,c8:09:a8:08:4f:b7,-42
1712444317.887767,5e:88:cc:cf:4d:b4,c8:09:a8:08:4f:b7,-41
1712444318.0133715,5e:88:cc:cf:4d:b4,c8:09:a8:08:4f:b7,-42
1712444318.032438,5e:88:cc:cf:4d:b4,c8:09:a8:08:4f:b7,-42
1712444318.1250849,5e:88:cc:cf:4d:b4,c8:09:a8:08:4f:b7,-42
1712444318.1981502,5e:88:cc:cf:4d:b4,c8:09:a8:08:4f:b7,-39
1712444318.2329428,5e:88:cc:cf:4d:b4,c8:09:a8:08:4f:b7,-42
1712444318.2796292,5e:88:cc:cf:4d:b4,c8:09:a8:08:4f:b7,-41
1712444318.3401754,5e:88:cc:cf:4d:b4,c8:09:a8:08:4f:b7,-44
1712444318.358287,5e:88:cc:cf:4d:b4,c8:09:a8:08:4f:b7,-43
1712444318.3939497,5e:88:cc:cf:4d:b4,c8:09:a8:08:4f:b7,-42
1712444318.5097952,5e:88:cc:cf:4d:b4,c8:09:a8:08:4f:b7,-42
1712444318.558986,5e:88:cc:cf:4d:b4,c8:09:a8:08:4f:b7,-43
1712444318.5800636,5e:88:cc:cf:4d:b4,c8:09:a8:08:4f:b7,-48
1712444318.6288471,5e:88:cc:cf:4d:b4,c8:09:a8:08:4f:b7,-42
1712444318.6740608,5e:88:cc:cf:4d:b4,c8:09:a8:08:4f:b7,-43
1712444318.7093322,5e:88:cc:cf:4d:b4,c8:09:a8:08:4f:b7,-45
1712444318.8231442,5e:88:cc:cf:4d:b4,c8:09:a8:08:4f:b7,-44
1712444318.9003272,5e:88:cc:cf:4d:b4,c8:09:a8:08:4f:b7,-44
1712444318.9415672,5e:88:cc:cf:4d:b4,c8:09:a8:08:4f:b7,-46
1712444319.098773,5e:88:cc:cf:4d:b4,c8:09:a8:08:4f:b7,-49
1712444319.1400993,5e:88:cc:cf:4d:b4,c8:09:a8:08:4f:b7,-52
1712444319.17038,5e:88:cc:cf:4d:b4,c8:09:a8:08:4f:b7,-52
1712444319.2470288,5e:88:cc:cf:4d:b4,c8:09:a8:08:4f:b7,-52
1712444319.306074,5e:88:cc:cf:4d:b4,c8:09:a8:08:4f:b7,-49
1712444319.3471267,5e:88:cc:cf:4d:b4,c8:09:a8:08:4f:b7,-52
1712444319.3967292,5e:88:cc:cf:4d:b4,c8:09:a8:08:4f:b7,-52
1712444319.4165428,5e:88:cc:cf:4d:b4,c8:09:a8:08:4f:b7,-50
1712444319.4499812,5e:88:cc:cf:4d:b4,c8:09:a8:08:4f:b7,-51
1712444319.536264,5e:88:cc:cf:4d:b4,c8:09:a8:08:4f:b7,-57
