nan,nan,-73,1712445339.1229568
nan,nan,-67,1712445339.1917243
nan,nan,-68,1712445339.2487645
nan,nan,-75,1712445339.297997
nan,nan,-75,1712445339.359138
nan,nan,-74,1712445339.4194193
nan,nan,-71,1712445339.4910982
nan,nan,-73,1712445339.5624814
nan,nan,-73,1712445339.6258206
nan,nan,-72,1712445339.6938975
nan,nan,-72,1712445339.7654638
nan,nan,-72,1712445339.8314133
nan,nan,-74,1712445339.897675
nan,nan,-73,1712445339.961566
nan,nan,-73,1712445340.0321665
nan,nan,-73,1712445340.096608
nan,nan,-73,1712445340.146724
nan,nan,-73,1712445340.2061405
nan,nan,-73,1712445340.2757068
-1.5081482004791974e-05,-3.246294088627906e-05,-73,1712445340.3341513
-1.6667170712598983e-05,-3.400158170041727e-05,-73,1712445340.409062
-1.8815965927571125e-05,-3.727573716790144e-05,-73,1712445340.6196208
-2.0861284934079568e-05,-3.9001455737065275e-05,-73,1712445340.6833086
-2.329832745567349e-05,-4.1511093934392196e-05,-73,1712445340.749855
-2.6073135419351062e-05,-4.1969603478952144e-05,-73,1712445340.819595
-2.8022447216555028e-05,-4.382641597321922e-05,-66,1712445340.8761697
-2.825031839711793e-05,-4.4932861824524366e-05,-66,1712445340.9384604
-2.7513294268367837e-05,-4.6725459360241404e-05,-66,1712445341.001706
-2.7004045920799133e-05,-4.685447841835053e-05,-65,1712445341.058102
-2.7390799863997593e-05,-4.817045845062903e-05,-72,1712445341.1320145
-2.8121354250887594e-05,-4.70940177294626e-05,-67,1712445341.1999145
-2.8664463408715303e-05,-4.78119766523253e-05,-67,1712445341.2768824
-2.947359739961954e-05,-4.582464873900181e-05,-66,1712445341.3457446
-3.170178920338856e-05,-4.8430740193743655e-05,-66,1712445341.4111392
-3.4278308064194074e-05,-4.925816763100019e-05,-65,1712445341.4707668
-3.6667757306658653e-05,-5.225462161971926e-05,-65,1712445341.5349512
-3.8284015254452454e-05,-5.298417910227065e-05,-74,1712445341.6039069
-3.893855657666729e-05,-5.4920009403085104e-05,-74,1712445341.652697
-3.86651491517789e-05,-5.525475169063076e-05,-74,1712445341.7160954
-3.8450301236629865e-05,-5.659856008313387e-05,-75,1712445341.779106
-3.841519082537474e-05,-5.665251693170056e-05,-75,1712445341.8348408
-3.8113299010686104e-05,-5.705964139978537e-05,-73,1712445341.8893723
-3.731603572572787e-05,-5.6016703961268896e-05,-72,1712445341.9483004
-3.5358872226856546e-05,-5.61231144736562e-05,-72,1712445342.000665
-3.34306872211433e-05,-5.7346440180857404e-05,-72,1712445342.0595598
-3.266218264818252e-05,-5.873507313264137e-05,-75,1712445342.123258
-3.4292360596809814e-05,-5.966983441541761e-05,-75,1712445342.185983
-3.7494733875519406e-05,-6.00710296715025e-05,-65,1712445342.2498946
-3.9968589311314314e-05,-6.0422274928656384e-05,-72,1712445342.316375
-4.0906265989671137e-05,-6.012902517363708e-05,-69,1712445342.385331
-4.066870753737226e-05,-6.174806846021585e-05,-64,1712445342.449066
-3.99953141161622e-05,-6.17016866578297e-05,-64,1712445342.5175865
-3.915120796230927e-05,-6.319138101619766e-05,-73,1712445342.578814
-3.76498685859525e-05,-6.281023641878325e-05,-73,1712445342.6555092
-3.5371672472076814e-05,-6.33582004697727e-05,-66,1712445342.734838
-3.2129220962552085e-05,-6.252204430111271e-05,-67,1712445342.80172
-2.9460210194369223e-05,-6.317411627603791e-05,-74,1712445342.8679488
-2.7787544874921187e-05,-6.292927910017147e-05,-66,1712445342.9243133
-2.687493803039741e-05,-6.392112857998722e-05,-66,1712445342.9828346
-2.611500608769372e-05,-6.357068576747089e-05,-66,1712445343.0508273
-2.5605831907030743e-05,-6.431994942004484e-05,-67,1712445343.1188495
-2.4896477530397298e-05,-6.455753171164689e-05,-67,1712445343.1916318
-2.4971214070156203e-05,-6.530250758544173e-05,-67,1712445343.2489884
-2.5894802352542092e-05,-6.508117888494886e-05,-67,1712445343.3139224
-2.6635140306008516e-05,-6.431350733953016e-05,-67,1712445343.3695736
-2.608150905499182e-05,-6.304632566174546e-05,-67,1712445343.436844
-2.3403035287012176e-05,-6.256404657532075e-05,-67,1712445343.5041766
-1.9823488414044566e-05,-6.130349138171599e-05,-63,1712445343.5684862
-1.6998181511978444e-05,-6.0988481892013116e-05,-65,1712445343.6396449
-1.542198086924691e-05,-6.0314470656278916e-05,-67,1712445343.7087345
-1.452046164172681e-05,-5.9301608271017424e-05,-63,1712445343.777023
-1.4165131720334895e-05,-5.89147134968611e-05,-63,1712445343.837536
-1.422536317348035e-05,-5.790594206862581e-05,-64,1712445343.9075065
-1.4799853758031945e-05,-5.763081816335309e-05,-67,1712445343.9812393
-1.601622034481085e-05,-5.697436095287221e-05,-67,1712445344.0551229
-1.8467746125055052e-05,-5.8201694443808434e-05,-67,1712445344.1246252
-1.997285127841497e-05,-5.917914438234314e-05,-72,1712445344.1939583
-1.991645674507618e-05,-5.9363070338731015e-05,-68,1712445344.270796
-1.8684307771313134e-05,-6.010278148705475e-05,-69,1712445344.3501334
-1.748040899476101e-05,-6.0869900550708945e-05,-69,1712445344.4047894
-1.593325853642534e-05,-6.201492238851834e-05,-68,1712445344.4707558
-1.4054788945322139e-05,-6.220616659396309e-05,-72,1712445344.5390987
-1.219330528671449e-05,-6.340180617035215e-05,-72,1712445344.5998635
-1.0680498269535001e-05,-6.423759276229232e-05,-70,1712445344.6538465
-1.0366982792826364e-05,-6.5835821055047e-05,-66,1712445344.7141707
-1.089610420451351e-05,-6.650359686509803e-05,-67,1712445344.7763622
-1.164467498884946e-05,-6.711100986244532e-05,-65,1712445344.8394682
-1.1899773339538333e-05,-6.644651968785373e-05,-65,1712445344.9063442
-1.1573653062519973e-05,-6.611826482101156e-05,-66,1712445344.9687505
-1.1117551143542035e-05,-6.354555346126932e-05,-66,1712445345.0703838
-9.664263460476304e-06,-6.053750921770724e-05,-66,1712445345.160588
-7.160436433990242e-06,-5.5471641769475986e-05,-66,1712445345.23763
-4.524501947338397e-06,-5.348990296509855e-05,-66,1712445345.316712
-1.2366381133685826e-06,-4.671120262880726e-05,-66,1712445345.3951628
1.7278666235405253e-06,-4.44606955576517e-05,-66,1712445345.4863372
3.0326945952620235e-06,-3.794847975209598e-05,-72,1712445345.575671
3.8997605161594445e-06,-3.433515107431918e-05,-72,1712445345.6826982
3.9041706089203495e-06,-2.958124007124055e-05,-72,1712445345.770884
3.4552437168963745e-06,-2.6074944286911645e-05,-67,1712445345.852657
2.6617083897593664e-06,-2.1851502899870535e-05,-67,1712445345.95848
1.99889671636559e-06,-1.6719170029785858e-05,-64,1712445346.0550525
1.1210461556229641e-06,-1.4514619099492487e-05,-64,1712445346.1557555
1.589229946419283e-07,-1.0099530616702304e-05,-64,1712445346.2459722
7.46466419726731e-07,-7.009350430675797e-06,-62,1712445346.328121
1.9963876401467452e-07,-2.8945215669211526e-06,-62,1712445346.4211855
-9.532876900632771e-07,2.0394894936454548e-07,-62,1712445346.5125575
-2.067092520669628e-06,4.599925579831717e-06,-62,1712445346.5935152
-2.135478551294373e-06,1.6449184128544725e-05,-62,1712445346.6839805
-3.2264978090267268e-06,2.3336779480375687e-05,-62,1712445346.7748966
-7.453021710236132e-06,3.115195268732486e-05,-62,1712445346.861926
-1.265039960295624e-05,3.6773344045686277e-05,-61,1712445346.9707477
-1.906865539750154e-05,4.069280392089292e-05,-65,1712445347.0513034
-2.4774234221742662e-05,4.58372462332733e-05,-65,1712445347.124177
-3.1832063933429964e-05,4.924563007447924e-05,-67,1712445347.1824691
-4.0798054610046355e-05,5.5824089396028306e-05,-63,1712445347.246333
-4.908959028363198e-05,6.163103357026368e-05,-62,1712445347.316023
-5.632287735931982e-05,6.901413240496527e-05,-62,1712445347.3761926
-6.203237844187661e-05,7.616461685156767e-05,-61,1712445347.4304247
-6.760281388648094e-05,8.123045987223587e-05,-63,1712445347.5036905
-7.8759397062357e-05,8.975210859119995e-05,-62,1712445347.579133
-9.376527673082507e-05,0.00010040339889042391,-65,1712445347.641707
-0.0001140144928193669,0.00010998766193913033,-66,1712445347.7074103
-0.00013987253282592835,0.00011796290260541594,-64,1712445347.7664847
-0.0001691816157990709,0.00012487346403587286,-64,1712445347.8319538
-0.00019743064526856778,0.00013087044465407354,-60,1712445347.8958485
-0.00022566530471784119,0.00013725334228561125,-63,1712445347.9751558
-0.0002555768448011466,0.00014122665973998865,-63,1712445348.0411751
-0.0002890575975110747,0.00013763474208048444,-63,1712445348.103702
-0.0003234603673030258,0.0001371474138552406,-64,1712445348.1586895
-0.00035549893428560807,0.00013543268457658569,-62,1712445348.230224
-0.00038551045221787734,0.0001322154257098298,-63,1712445348.3025675
-0.0004121405355363656,0.00013291929730680348,-60,1712445348.3749664
-0.00043671937439950783,0.00013100768146652927,-61,1712445348.4280922
-0.0004579738310056845,0.0001312848178793215,-64,1712445348.495092
-0.00047470005005689905,0.00012852202210494992,-66,1712445348.566861
-0.0004890529432097066,0.00012865866657488573,-66,1712445348.624102
-0.0005034473367312829,0.00012696153840302519,-62,1712445348.6890464
-0.0005216615077880758,0.00012106313286838974,-63,1712445348.7541826
-0.0005409993065137627,0.0001170168183923169,-61,1712445348.8153236
-0.000553835068258484,0.00010245206506882285,-61,1712445348.8812582
-0.0005680226444607071,8.81313053837482e-05,-61,1712445348.939073
-0.0005816739738791624,7.194552098409658e-05,-61,1712445349.0064356
-0.0005945947220268795,5.934901060186996e-05,-59,1712445349.0701318
-0.000605211198134871,4.290284401953696e-05,-60,1712445349.1350543
-0.0006125814801796382,3.0796941975937276e-05,-60,1712445349.195006
-0.0006164770902684507,1.438455916850491e-05,-60,1712445349.2510855
-0.0006179121315494014,4.734904349385939e-06,-65,1712445349.309603
-0.0006197271446712856,-1.168361952152147e-05,-61,1712445349.3871074
-0.0006211711706471764,-1.7391298347901387e-05,-61,1712445349.452293
-0.0006209991669723294,-3.2742781688832416e-05,-63,1712445349.5201008
-0.0006218942599869367,-3.840803036377469e-05,-63,1712445349.58014
-0.000625243591422458,-5.7100117014917415e-05,-63,1712445349.6409168
-0.0006319749257994373,-6.413738824228198e-05,-66,1712445349.7096002
-0.0006413312625890932,-8.39570284887298e-05,-66,1712445349.7766647
-0.0006520014612905495,-9.010579706144029e-05,-62,1712445349.8415818
-0.0006623214978621682,-0.00010987984008629072,-64,1712445349.9075382
-0.0006737036617364912,-0.00011781037039552102,-63,1712445349.9671924
-0.0006834890953505521,-0.00013257724243209424,-66,1712445350.030018
-0.0006924898296972568,-0.00013609630491963774,-63,1712445350.1045532
-0.0007024896960643034,-0.0001509557374644619,-63,1712445350.1679883
-0.00071197971214868,-0.00014644843295377088,-63,1712445350.2337718
-0.0007225305513382792,-0.00016574336560571,-63,1712445350.2876692
-0.000734163612835385,-0.00017778791870194497,-62,1712445350.3512578
-0.0007511609271275962,-0.00019651072630927417,-67,1712445350.4128225
-0.0007701506659412673,-0.0002047822595653564,-63,1712445350.4836786
-0.0007915874333421721,-0.0002219779548650976,-63,1712445350.5508456
-0.0008117120317783869,-0.00023060740402838526,-65,1712445350.6079185
-0.0008268176528934201,-0.00024686776415634254,-63,1712445350.6784446
-0.0008396253448734011,-0.000257118941688139,-67,1712445350.7422
-0.00085399717597654,-0.00027049518095686456,-67,1712445350.813896
-0.0008705876303350018,-0.0002734245915146358,-67,1712445350.8730855
-0.0008867034528056292,-0.00028144661747497716,-61,1712445350.936598
-0.0009004444627474354,-0.00028210714537483617,-61,1712445351.0043132
-0.0009121556217705775,-0.00028942869534903,-63,1712445351.0687437
-0.0009221075248075876,-0.0002920033087131368,-63,1712445351.1254632
-0.0009320048102999693,-0.0003006679370662018,-63,1712445351.192146
-0.0009408464723284247,-0.0003038215830930504,-63,1712445351.2636871
-0.0009493230747417052,-0.0003115650519394938,-64,1712445351.3201437
-0.0009588555488255634,-0.00031331786614944743,-64,1712445351.383186
-0.0009688670812127733,-0.00031573718596350427,-64,1712445351.440483
-0.0009757027437669915,-0.00033834161243975037,-60,1712445351.5009315
-0.0009789244205662061,-0.0003385328112663224,-62,1712445351.5648296
