timestamp,dest,src,rssi
1709951252.7720146,36:a1:f0:21:da:7b,c8:09:a8:08:4f:b7,-70
1709951252.8233287,36:a1:f0:21:da:7b,c8:09:a8:08:4f:b7,-72
1709951252.8387582,36:a1:f0:21:da:7b,c8:09:a8:08:4f:b7,-72
1709951252.8599105,36:a1:f0:21:da:7b,c8:09:a8:08:4f:b7,-81
1709951253.3085282,36:a1:f0:21:da:7b,c8:09:a8:08:4f:b7,-70
1709951253.3599076,36:a1:f0:21:da:7b,c8:09:a8:08:4f:b7,-81
1709951253.4059992,36:a1:f0:21:da:7b,c8:09:a8:08:4f:b7,-70
1709951253.4719973,36:a1:f0:21:da:7b,c8:09:a8:08:4f:b7,-80
1709951253.5603561,36:a1:f0:21:da:7b,c8:09:a8:08:4f:b7,-70
1709951253.5996273,36:a1:f0:21:da:7b,c8:09:a8:08:4f:b7,-79
1709951253.6915371,36:a1:f0:21:da:7b,c8:09:a8:08:4f:b7,-70
1709951253.7279248,36:a1:f0:21:da:7b,c8:09:a8:08:4f:b7,-83
1709951255.2821863,36:a1:f0:21:da:7b,c8:09:a8:08:4f:b7,-70
1709951255.3569846,36:a1:f0:21:da:7b,c8:09:a8:08:4f:b7,-72
1709951255.402125,36:a1:f0:21:da:7b,c8:09:a8:08:4f:b7,-70
1709951255.4274747,36:a1:f0:21:da:7b,c8:09:a8:08:4f:b7,-70
1709951255.5564325,36:a1:f0:21:da:7b,c8:09:a8:08:4f:b7,-70
1709951255.5866675,36:a1:f0:21:da:7b,c8:09:a8:08:4f:b7,-69
1709951255.733034,36:a1:f0:21:da:7b,c8:09:a8:08:4f:b7,-72
1709951255.7468195,36:a1:f0:21:da:7b,c8:09:a8:08:4f:b7,-72
1709951255.811005,36:a1:f0:21:da:7b,c8:09:a8:08:4f:b7,-68
1709951255.900282,36:a1:f0:21:da:7b,c8:09:a8:08:4f:b7,-71
1709951256.0238774,36:a1:f0:21:da:7b,c8:09:a8:08:4f:b7,-71
1709951256.0347419,36:a1:f0:21:da:7b,c8:09:a8:08:4f:b7,-68
1709951256.1353612,36:a1:f0:21:da:7b,c8:09:a8:08:4f:b7,-62
1709951256.4367244,36:a1:f0:21:da:7b,c8:09:a8:08:4f:b7,-62
1709951257.2716992,36:a1:f0:21:da:7b,c8:09:a8:08:4f:b7,-59
1709951257.2835836,36:a1:f0:21:da:7b,c8:09:a8:08:4f:b7,-61
1709951257.5652528,36:a1:f0:21:da:7b,c8:09:a8:08:4f:b7,-63
1709951257.687627,36:a1:f0:21:da:7b,c8:09:a8:08:4f:b7,-65
1709951257.8169186,36:a1:f0:21:da:7b,c8:09:a8:08:4f:b7,-64
1709951258.4788237,36:a1:f0:21:da:7b,c8:09:a8:08:4f:b7,-56
1709951258.663595,36:a1:f0:21:da:7b,c8:09:a8:08:4f:b7,-54
1709951258.6972213,36:a1:f0:21:da:7b,c8:09:a8:08:4f:b7,-53
